iter	Logloss
137	0.1695354406
138	0.1692462708
139	0.1690271927
140	0.1688380587
141	0.1686049897
142	0.1685477117
143	0.1683459532
144	0.1681071909
145	0.167925534
146	0.1676087536
147	0.1672915387
148	0.1671342048
149	0.1669349313
150	0.1667304555
151	0.1665142377
152	0.1663169357
153	0.1661660303
154	0.1659979404
155	0.1658203801
156	0.1656376928
157	0.1654611943
158	0.165297239
159	0.1651359678
160	0.1649738561
161	0.1647610802
162	0.1646421078
163	0.1644909804
164	0.164351812
165	0.1642371812
166	0.164018622
167	0.1638045844
168	0.1636382336
169	0.1634526219
170	0.1632795249
171	0.1631423936
172	0.1629912545
173	0.1628431672
174	0.1627201189
175	0.1625599412
176	0.1623756207
177	0.1622174027
178	0.1620288106
179	0.1618623406
180	0.1617053824
181	0.1614908122
182	0.1613555716
183	0.1612126032
184	0.1609733958
185	0.1608893068
186	0.1607303975
187	0.1606133519
188	0.1604321345
189	0.1602558135
190	0.1600762695
191	0.1599657561
192	0.1597193697
193	0.1596213244
194	0.1594927653
195	0.1593464779
196	0.159187669
197	0.1589373453
198	0.1588356754
199	0.1586541499
200	0.1585019883
201	0.158283385
202	0.1581041617
203	0.1579229542
204	0.1578470292
205	0.1577017356
206	0.1575709481
207	0.1574624244
208	0.1573558585
209	0.1572466476
210	0.1571250423
211	0.1569646005
212	0.1568483202
213	0.1566893153
214	0.1565993671
215	0.1564718401
216	0.1562637318
217	0.1561315177
218	0.1560313214
219	0.1559350689
220	0.1557566098
221	0.1555840052
222	0.1554135117
223	0.1552770685
224	0.1551213151
225	0.1549640808
226	0.1548467347
227	0.1547551091
228	0.1546078935
229	0.1544452413
230	0.1543490388
231	0.1542015898
232	0.1540159351
233	0.1539367425
234	0.1538007977
235	0.1536650991
236	0.1535030808
237	0.1533800723
238	0.1531281805
239	0.1530033467
240	0.1529822653
241	0.1528674042
242	0.1527531595
243	0.1525335738
244	0.1524654185
245	0.1523618756
246	0.1522271552
247	0.1519941772
248	0.1518900351
249	0.1517880726
250	0.1516854973
251	0.1516097845
252	0.1514876083
253	0.1513309191
254	0.1512274909
255	0.1510571287
256	0.1508470872
257	0.1505664381
258	0.1503569019
259	0.1502374158
260	0.1500780832
261	0.1499380739
262	0.1496560428
263	0.1495030271
264	0.149378486
265	0.1492682064
266	0.1490453228
267	0.1488741843
268	0.1487585103
269	0.1485279301
270	0.148426756
271	0.1483307479
272	0.148218864
273	0.1481346365
274	0.1480296312
275	0.1479099176
276	0.1477594729
277	0.1475789235
278	0.1475015848
279	0.1474434425
280	0.1473619153
281	0.1472859245
282	0.1472312725
283	0.1471766365
284	0.1470334579
285	0.1469674876
286	0.1468174521
287	0.146679084
288	0.1465547884
289	0.1464423526
290	0.1463360621
291	0.1462709475
292	0.1461845172
293	0.1461240632
294	0.1459396631
295	0.1458311663
296	0.14562921
297	0.1455159613
298	0.1453778053
299	0.1452274541
300	0.1451281635
301	0.1450720163
302	0.1449760432
303	0.1448207048
304	0.1446975545
305	0.1444376366
306	0.1442210819
307	0.1441294954
308	0.1440177112
309	0.1437963177
310	0.1436490777
311	0.1435472757
312	0.1433419837
313	0.1432067665
314	0.1430656356
315	0.1429949152
316	0.1429106769
317	0.1428266755
318	0.1427075968
319	0.1426172017
320	0.1424896604
321	0.1424071543
322	0.1423498677
323	0.1423016966
324	0.1422256795
325	0.1421383044
326	0.1420482796
327	0.1419890718
328	0.1418749165
329	0.1417731229
330	0.1416606848
331	0.14162183
332	0.1415146274
333	0.1413988847
334	0.1411993238
335	0.1410373047
336	0.1408690417
337	0.1407241292
338	0.1406401381
339	0.140490313
340	0.1403993978
341	0.1403071312
342	0.1402047178
343	0.1401119472
344	0.1400095672
345	0.1398754443
346	0.1397891045
347	0.1395996104
348	0.1394519574
349	0.139414011
350	0.1393791159
351	0.1392919423
352	0.1391848403
353	0.1390367443
354	0.138885164
355	0.138793575
356	0.138723607
357	0.1385734788
358	0.1384677163
359	0.1383577981
360	0.138258169
361	0.1381530434
362	0.1380869025
363	0.1380103491
364	0.1379325025
365	0.1377737422
366	0.1376389051
367	0.1375449472
368	0.1374228401
369	0.137324435
370	0.1372830928
371	0.1372089965
372	0.1371631698
373	0.1369526564
374	0.1367207061
375	0.1365798079
376	0.1363981562
377	0.1362961022
378	0.1361691271
379	0.1361190268
380	0.1360256924
381	0.135902628
382	0.1357779441
383	0.1357189418
384	0.1355882306
385	0.1354316801
386	0.1353180318
387	0.1351473351
388	0.1349420717
389	0.1348406599
390	0.1347437985
391	0.134548224
392	0.1343673253
393	0.134257313
394	0.1341123678
395	0.1340290386
396	0.1338948165
397	0.1337057854
398	0.133575572
399	0.1335060452
400	0.1334223191
401	0.1332917249
402	0.1331667996
403	0.133030614
404	0.1328526181
405	0.1327471653
406	0.1326548117
407	0.1325429019
408	0.1324188205
409	0.1323440603
410	0.1321940469
411	0.1320678847
412	0.1319558185
413	0.1318361301
414	0.1316476449
415	0.1315789686
416	0.1314108805
417	0.1312311358
418	0.1310907751
419	0.1309780471
420	0.1308388355
421	0.1307561505
422	0.130640734
423	0.1305784534
424	0.1305008746
425	0.1304072301
426	0.1301603301
427	0.1300522293
428	0.1299496456
429	0.1298573021
430	0.1297163741
431	0.1295956709
432	0.1294435445
433	0.1293120736
434	0.1291619848
435	0.1289122907
436	0.1288267129
437	0.1287544841
438	0.1285957196
439	0.128448289
440	0.1283465319
441	0.1282225689
442	0.1281005204
443	0.1280298167
444	0.1279029542
445	0.1278112299
446	0.1276494905
447	0.1275853075
448	0.1275255741
449	0.1273968667
450	0.1272916026
451	0.1271773516
452	0.1270691603
453	0.1269911115
454	0.1268311845
455	0.1267074253
456	0.1266079278
457	0.1264276855
458	0.1263076757
459	0.1262286423
460	0.1261580396
461	0.1260397387
462	0.1259282137
463	0.1258171561
464	0.1257204963
465	0.1256097786
466	0.1254675147
467	0.1253613422
468	0.1252725511
469	0.1252213263
470	0.1251213726
471	0.1250349429
472	0.1249346987
473	0.1248586839
474	0.1247383471
475	0.1245450223
476	0.1244291268
477	0.1243061438
478	0.1241655194
479	0.1240508524
480	0.1239271116
481	0.1238260279
482	0.1237888862
483	0.1237008549
484	0.1236463335
485	0.1235137779
486	0.1233835804
487	0.1232923155
488	0.1232214999
489	0.1231288982
490	0.1230401652
491	0.1229561607
492	0.1228698688
493	0.1227971065
494	0.1226943478
495	0.122595016
496	0.1225696149
497	0.1225008368
498	0.1224382182
499	0.1224162347
500	0.1223469898
501	0.1221646066
502	0.1220416075
503	0.1219731048
504	0.1218814502
505	0.1218063399
506	0.1216894184
507	0.1215841572
508	0.1215138148
509	0.1214866383
510	0.1213855497
511	0.1213096339
512	0.1211605588
513	0.1210886928
514	0.1210037203
515	0.1208622453
516	0.1207790927
517	0.1206872177
518	0.120599387
519	0.1205624686
520	0.1204504432
521	0.1203816397
522	0.1202633816
523	0.1200232146
524	0.1199090333
525	0.1198391688
526	0.1196529341
527	0.1196223302
528	0.1193926149
529	0.119295596
530	0.1191485548
531	0.1191272885
532	0.119011562
533	0.1188916288
534	0.1187313115
535	0.1186050296
536	0.1185762926
537	0.1185059029
538	0.1184869235
539	0.1184410594
540	0.1184188592
541	0.1182735448
542	0.1182211145
543	0.1181029131
544	0.1180122475
545	0.11790894
546	0.1177819538
547	0.1177460771
548	0.1176617004
549	0.1175888635
550	0.1175648657
551	0.1175445128
552	0.1174245265
553	0.1173557928
554	0.1172661044
555	0.1172426114
556	0.1171164764
557	0.1170658916
558	0.1169545491
559	0.1168417158
560	0.1167356964
561	0.1166141154
562	0.1165757676
563	0.1164353823
564	0.1163793467
565	0.1163626322
566	0.1162766216
567	0.1162246296
568	0.1160964669
569	0.1160761339
570	0.1159822705
571	0.1158971028
572	0.1157634318
573	0.1156668951
574	0.115642584
575	0.1155420122
576	0.1154917948
577	0.1154186646
578	0.1153861388
579	0.1153026688
580	0.1152342974
581	0.1150706993
582	0.1149743818
583	0.1149190458
584	0.1148952705
585	0.1148488337
586	0.1146339756
587	0.114482909
588	0.1143714417
589	0.1143033611
590	0.1142882357
591	0.1142087793
592	0.1140112222
593	0.1138937237
594	0.1138103078
595	0.1137809451
596	0.1137518031
597	0.1135994031
598	0.113519337
599	0.1133781985
600	0.1131810414
601	0.1131667049
602	0.1130508107
603	0.1129575426
604	0.1128165828
605	0.1127660992
606	0.1126110345
607	0.1125009536
608	0.1124014011
609	0.1122199231
610	0.1121490131
611	0.1121363146
612	0.1120176105
613	0.1119583951
614	0.1118400194
615	0.1117877585
616	0.111646184
617	0.1116332203
618	0.1116145104
619	0.1115041584
620	0.1114849708
621	0.1113753707
622	0.1112795785
623	0.1112672996
624	0.1112549219
625	0.1111069381
626	0.1110560198
627	0.1109541636
628	0.1108630417
629	0.1108064728
630	0.1107419478
631	0.1106445097
632	0.1105869263
633	0.1104954529
634	0.1103503555
635	0.1102234668
636	0.1101682045
637	0.1100936622
638	0.110052835
639	0.1099880381
640	0.1099362616
641	0.1099078006
642	0.1098402316
643	0.109746538
644	0.1096091716
645	0.1094634356
646	0.1094337052
647	0.1093506149
648	0.109280373
649	0.1091367232
650	0.1090507053
651	0.1089390667
652	0.1088904939
653	0.1087383198
654	0.1087053367
655	0.1086787658
656	0.1085531331
657	0.1083984126
658	0.1083164785
659	0.1082618574
660	0.1081890504
661	0.108087008
662	0.108016279
663	0.1079987652
664	0.1078624583
665	0.1077301081
666	0.1075564113
667	0.107479888
668	0.1074431746
669	0.1073822989
670	0.1073086598
671	0.107276197
672	0.1072125535
673	0.1071631484
674	0.1070648497
675	0.1069732705
676	0.1068457709
677	0.1067779587
678	0.1066741776
679	0.1065910036
680	0.1064852003
681	0.1064585242
682	0.1063787956
683	0.1063257875
684	0.1061499222
685	0.1061146736
686	0.1059936308
687	0.1059472732
688	0.1059231959
689	0.1058994811
690	0.1058899169
691	0.1057466453
692	0.1056780269
693	0.105568989
694	0.1055087993
695	0.1054746611
696	0.1053532499
697	0.1052809872
698	0.1052275193
699	0.1051405543
700	0.1050314808
701	0.1049077195
702	0.104870161
703	0.1047066692
704	0.1045429829
705	0.1044530882
706	0.1044223969
707	0.1042282374
708	0.1040290986
709	0.1039683716
710	0.1038643194
711	0.1037364648
712	0.1036982202
713	0.1035973756
714	0.1035455641
715	0.1034727521
716	0.1033969326
717	0.1033402118
718	0.1032265878
719	0.1031644908
720	0.1030071493
721	0.1029840926
722	0.1029409132
723	0.1028118591
724	0.1027463316
725	0.1026747863
726	0.1025937528
727	0.1025719954
728	0.1024911252
729	0.1023737666
730	0.1023139069
731	0.1022415963
732	0.1022059025
733	0.1020637661
734	0.1019459941
735	0.1019324467
736	0.1018355539
737	0.1017384494
738	0.1016821315
739	0.1015639344
740	0.1015067571
741	0.1014706588
742	0.101355836
743	0.1012537509
744	0.1011201315
745	0.1009758612
746	0.1009268924
747	0.1008411739
748	0.1007595016
749	0.1006201298
750	0.1005926523
751	0.1005199615
752	0.1004087895
753	0.1003252328
754	0.1003048531
755	0.1001977177
756	0.1001327395
757	0.1000254057
758	0.09999785195
759	0.09990901567
760	0.09986778184
761	0.09976564902
762	0.09968762706
763	0.09959474835
764	0.09948332768
765	0.09943275633
766	0.09929283495
767	0.09921318461
768	0.09918699961
769	0.09916692118
770	0.09913850946
771	0.09902388
772	0.09886639103
773	0.09882562146
774	0.09876162852
775	0.09874310295
776	0.0986105475
777	0.09852188776
778	0.0984570499
779	0.09835212098
780	0.09830355995
781	0.09826837671
782	0.09818171243
783	0.09813978822
784	0.09804396017
785	0.09801422517
786	0.09798442656
787	0.09787686777
788	0.09769876871
789	0.09763039799
790	0.09753670612
791	0.09750316593
792	0.09741197287
793	0.097322765
794	0.09728099407
795	0.09714346587
796	0.09710612597
797	0.09704512304
798	0.09694460006
799	0.09684889652
800	0.09677951013
801	0.09664233578
802	0.09658321751
803	0.09657620053
804	0.0964721322
805	0.09640267463
806	0.09634353601
807	0.09625772602
808	0.09609738431
809	0.09601650741
810	0.09598110206
811	0.09582798204
812	0.0957394942
813	0.09569642014
814	0.09555498863
815	0.0954628408
816	0.09535689261
817	0.09529838287
818	0.09525283699
819	0.09519917181
820	0.09506529828
821	0.09498730922
822	0.09492033159
823	0.09491328805
824	0.09489489168
825	0.0948376988
826	0.09477456209
827	0.09470445947
828	0.09466280375
829	0.09462666038
830	0.09460007741
831	0.09456837788
832	0.09449220485
833	0.09440366278
834	0.09429603784
835	0.09428058726
836	0.09424004344
837	0.09421332776
838	0.09407584353
839	0.09402527674
840	0.09398827342
841	0.09397336379
842	0.09393683198
843	0.09383187049
844	0.09373889894
845	0.0936713418
846	0.0936076587
847	0.09356886147
848	0.09344827143
849	0.09334865174
850	0.09328516837
851	0.09322133884
852	0.09312456298
853	0.09296226666
854	0.09294147462
855	0.09290423191
856	0.09283907264
857	0.0928236324
858	0.09274184554
859	0.0926736555
860	0.09265753004
861	0.09251880054
862	0.09236947994
863	0.09234491522
864	0.09231276812
865	0.09229812656
866	0.09219422433
867	0.0921717702
868	0.09216715962
869	0.09212208107
870	0.09210525015
871	0.09207315183
872	0.0919982963
873	0.09191005359
874	0.09185186906
875	0.09175315296
876	0.09171163489
877	0.09170215588
878	0.09163394498
879	0.0915765375
880	0.09150163686
881	0.09144741127
882	0.09130765384
883	0.0912851715
884	0.09120487183
885	0.09117564483
886	0.09109865831
887	0.09105309215
888	0.09101384706
889	0.09094300443
890	0.09088008976
891	0.09078434335
892	0.09077027581
893	0.09067942144
894	0.09059449133
895	0.09056355727
896	0.09044811609
897	0.09038439891
898	0.09031916518
899	0.09026603623
900	0.09024819487
901	0.09017505164
902	0.09005373688
903	0.08990276863
904	0.08982281398
905	0.08970496661
906	0.08963809212
907	0.08953053476
908	0.08946940964
909	0.08938253874
910	0.08933025847
911	0.08920445518
912	0.08906034228
913	0.08897477007
914	0.08887190215
915	0.08879486059
916	0.08877378405
917	0.08864810511
918	0.08860712241
919	0.08859031473
920	0.08849132671
921	0.08839357636
922	0.08827571033
923	0.08816045367
924	0.08812838686
925	0.08805004987
926	0.08802467803
927	0.08791701758
928	0.08790505881
929	0.0877912662
930	0.08770170317
931	0.08762887329
932	0.08753224116
933	0.08749666108
934	0.08743491494
935	0.08740444631
936	0.0873406855
937	0.08733585052
938	0.08731952554
939	0.08729897703
940	0.08722005537
941	0.08711532892
942	0.0869645313
943	0.08691908449
944	0.08681897247
945	0.08671472489
946	0.08666063888
947	0.08663931429
948	0.08662028102
949	0.08646019331
950	0.08637892978
951	0.08630512316
952	0.08625207953
953	0.08616616753
954	0.08608474089
955	0.08604978468
956	0.08598415507
957	0.08595107854
958	0.08588384501
959	0.08581931264
960	0.08577782692
961	0.0856239598
962	0.08550203913
963	0.0854419495
964	0.08539199846
965	0.08534031417
966	0.08526407344
967	0.08524000284
968	0.08523264037
969	0.08516107518
970	0.08513087128
971	0.08506045113
972	0.08502053023
973	0.08490364934
974	0.08488406379
975	0.08482914351
976	0.08476242162
977	0.08466109799
978	0.08459177621
979	0.08452324398
980	0.08446627934
981	0.08437443354
982	0.08431730245
983	0.08423334545
984	0.0842104867
985	0.0841789333
986	0.08406349534
987	0.08402871853
988	0.08398414304
989	0.08391385826
990	0.08385493204
991	0.08381187259
992	0.08379548933
993	0.08373603398
994	0.08364017506
995	0.08360579764
996	0.08346667264
997	0.08340588545
998	0.08335465785
999	0.08327214864
